reference	metric_key	metric_label	model	paper_id	value
Sonnet-4.6	kl_divergence	KL	qwen3:4b	MoA	0.439242
Sonnet-4.6	kl_divergence	KL	qwen3:4b	Native-Sparse-Attention	2.412870
Sonnet-4.6	kl_divergence	KL	qwen3:4b	QR	0.622629
Sonnet-4.6	kl_divergence	KL	qwen3:4b	RRR	0.441618
Sonnet-4.6	kl_divergence	KL	qwen3:4b	RSR-Core	1.222698
Sonnet-4.6	kl_divergence	KL	qwen3:4b	Random_access_Retrieval-5	0.421727
Sonnet-4.6	kl_divergence	KL	qwen3:4b	Rankit-Askit	1.952412
Sonnet-4.6	kl_divergence	KL	qwen3:4b	Reg-Min-Rep	1.568559
Sonnet-4.6	kl_divergence	KL	qwen3:4b	Trojan-LLM	2.958679
Sonnet-4.6	kl_divergence	KL	qwen3:4b	adv_res_paper	0.976442
Sonnet-4.6	kl_divergence	KL	qwen3:4b	auto-relate	0.407049
Sonnet-4.6	kl_divergence	KL	qwen3:4b	axolotl	1.297981
Sonnet-4.6	kl_divergence	KL	qwen3:4b	divergent-thinking	3.554566
Sonnet-4.6	kl_divergence	KL	qwen3:4b	eff-approx-query	0.591202
Sonnet-4.6	kl_divergence	KL	qwen3:4b	exp-ranking	2.572269
Sonnet-4.6	kl_divergence	KL	qwen3:4b	fairRQ	0.224575
Sonnet-4.6	kl_divergence	KL	qwen3:4b	local-stab-ranking	1.100247
Sonnet-4.6	kl_divergence	KL	qwen3:4b	mm-mlp	0.556038
Sonnet-4.6	kl_divergence	KL	qwen3:4b	multi-agent-collab	0.633658
Sonnet-4.6	kl_divergence	KL	qwen3:4b	query-refine	2.171686
Sonnet-4.6	kl_divergence	KL	qwen3:4b	ranked-ret	0.508662
Sonnet-4.6	kl_divergence	KL	qwen3:4b	reg-ratio	0.192058
Sonnet-4.6	kl_divergence	KL	qwen3:4b	requal	2.219475
Sonnet-4.6	kl_divergence	KL	qwen3:4b	shapley	0.678663
Sonnet-4.6	kl_divergence	KL	qwen3:4b	synthesize-score	2.587443
Sonnet-4.6	kl_divergence	KL	qwen3:4b	uncertainty-LLM	1.136232
Sonnet-4.6	kl_divergence	KL	qwen3:4b	unf-prms	0.340897
Sonnet-4.6	kl_divergence	KL	phi3:medium	AFD	0.523616
Sonnet-4.6	kl_divergence	KL	phi3:medium	AlgorithmicCollectiveAction	1.289630
Sonnet-4.6	kl_divergence	KL	phi3:medium	Corba-LLM	0.235119
Sonnet-4.6	kl_divergence	KL	phi3:medium	DyLAN	0.637719
Sonnet-4.6	kl_divergence	KL	phi3:medium	Dynamic-role-MA-LLM	6.908961
Sonnet-4.6	kl_divergence	KL	phi3:medium	Dynamic_Necklace_Splitting	2.243880
Sonnet-4.6	kl_divergence	KL	phi3:medium	Efficient-MM-Algo	12.705416
Sonnet-4.6	kl_divergence	KL	phi3:medium	FCM_SIGMOD_CRV	1.122083
Sonnet-4.6	kl_divergence	KL	phi3:medium	Fair-Prompt-LLM	1.317810
Sonnet-4.6	kl_divergence	KL	phi3:medium	FairSetCover	0.971816
Sonnet-4.6	kl_divergence	KL	phi3:medium	Fair_Epsilon_Net	1.570109
Sonnet-4.6	kl_divergence	KL	phi3:medium	Fairness-Expo-Rankings	3.578030
Sonnet-4.6	kl_divergence	KL	phi3:medium	Fast-Monte-Carlo	5.312538
Sonnet-4.6	kl_divergence	KL	phi3:medium	Gen-LLM	0.336905
Sonnet-4.6	kl_divergence	KL	phi3:medium	HENN_ICLR_26-1	1.058206
Sonnet-4.6	kl_divergence	KL	phi3:medium	INFINI-GRAM-MINI	1.522898
Sonnet-4.6	kl_divergence	KL	phi3:medium	Interactive-Learning	0.494100
Sonnet-4.6	kl_divergence	KL	phi3:medium	LLM-Blender	2.286519
Sonnet-4.6	kl_divergence	KL	phi3:medium	LSH-Curves	1.534054
Sonnet-4.6	kl_divergence	KL	phi3:medium	MA-LLM-Debias	0.295529
Sonnet-4.6	kl_divergence	KL	phi3:medium	MA-LLM-Judge	1.340991
Sonnet-4.6	kl_divergence	KL	phi3:medium	MA-LLM-attack	1.412027
Sonnet-4.6	kl_divergence	KL	phi3:medium	Minoria	0.800252
Sonnet-4.6	kl_divergence	KL	phi3:medium	MoA	0.370191
Sonnet-4.6	kl_divergence	KL	phi3:medium	Native-Sparse-Attention	3.993707
Sonnet-4.6	kl_divergence	KL	phi3:medium	QR	1.096127
Sonnet-4.6	kl_divergence	KL	phi3:medium	RRR	1.154512
Sonnet-4.6	kl_divergence	KL	phi3:medium	RSR-Core	1.162068
Sonnet-4.6	kl_divergence	KL	phi3:medium	Random_access_Retrieval-5	0.710937
Sonnet-4.6	kl_divergence	KL	phi3:medium	Rankit-Askit	0.437276
Sonnet-4.6	kl_divergence	KL	phi3:medium	Reg-Min-Rep	0.774480
Sonnet-4.6	kl_divergence	KL	phi3:medium	Trojan-LLM	2.900283
Sonnet-4.6	kl_divergence	KL	phi3:medium	adv_res_paper	1.578642
Sonnet-4.6	kl_divergence	KL	phi3:medium	auto-relate	0.506700
Sonnet-4.6	kl_divergence	KL	phi3:medium	axolotl	0.858501
Sonnet-4.6	kl_divergence	KL	phi3:medium	divergent-thinking	4.277610
Sonnet-4.6	kl_divergence	KL	phi3:medium	eff-approx-query	0.838131
Sonnet-4.6	kl_divergence	KL	phi3:medium	exp-ranking	0.703551
Sonnet-4.6	kl_divergence	KL	phi3:medium	fairRQ	0.703439
Sonnet-4.6	kl_divergence	KL	phi3:medium	local-stab-ranking	0.582478
Sonnet-4.6	kl_divergence	KL	phi3:medium	mm-mlp	0.474081
Sonnet-4.6	kl_divergence	KL	phi3:medium	multi-agent-collab	0.502023
Sonnet-4.6	kl_divergence	KL	phi3:medium	query-refine	0.382035
Sonnet-4.6	kl_divergence	KL	phi3:medium	ranked-ret	0.965447
Sonnet-4.6	kl_divergence	KL	phi3:medium	reg-ratio	0.409622
Sonnet-4.6	kl_divergence	KL	phi3:medium	requal	0.655095
Sonnet-4.6	kl_divergence	KL	phi3:medium	shapley	0.406167
Sonnet-4.6	kl_divergence	KL	phi3:medium	synthesize-score	2.358918
Sonnet-4.6	kl_divergence	KL	phi3:medium	uncertainty-LLM	1.480901
Sonnet-4.6	kl_divergence	KL	phi3:medium	unf-prms	0.542439
Sonnet-4.6	kl_divergence	KL	Citation freq.	AFD	15.899606
Sonnet-4.6	kl_divergence	KL	Citation freq.	AlgorithmicCollectiveAction	4.762512
Sonnet-4.6	kl_divergence	KL	Citation freq.	Corba-LLM	10.272915
Sonnet-4.6	kl_divergence	KL	Citation freq.	DyLAN	2.492920
Sonnet-4.6	kl_divergence	KL	Citation freq.	Dynamic-role-MA-LLM	9.364295
Sonnet-4.6	kl_divergence	KL	Citation freq.	Dynamic_Necklace_Splitting	11.275293
Sonnet-4.6	kl_divergence	KL	Citation freq.	Efficient-MM-Algo	18.288313
Sonnet-4.6	kl_divergence	KL	Citation freq.	FCM_SIGMOD_CRV	8.787220
Sonnet-4.6	kl_divergence	KL	Citation freq.	Fair-Prompt-LLM	1.654384
Sonnet-4.6	kl_divergence	KL	Citation freq.	FairSetCover	16.122112
Sonnet-4.6	kl_divergence	KL	Citation freq.	Fair_Epsilon_Net	5.150142
Sonnet-4.6	kl_divergence	KL	Citation freq.	Fairness-Expo-Rankings	11.156138
Sonnet-4.6	kl_divergence	KL	Citation freq.	Fast-Monte-Carlo	4.972548
Sonnet-4.6	kl_divergence	KL	Citation freq.	Gen-LLM	4.138031
Sonnet-4.6	kl_divergence	KL	Citation freq.	HENN_ICLR_26-1	5.778765
Sonnet-4.6	kl_divergence	KL	Citation freq.	INFINI-GRAM-MINI	3.762005
Sonnet-4.6	kl_divergence	KL	Citation freq.	Interactive-Learning	0.680327
Sonnet-4.6	kl_divergence	KL	Citation freq.	LLM-Blender	1.226900
Sonnet-4.6	kl_divergence	KL	Citation freq.	LSH-Curves	7.205543
Sonnet-4.6	kl_divergence	KL	Citation freq.	MA-LLM-Debias	11.487816
Sonnet-4.6	kl_divergence	KL	Citation freq.	MA-LLM-Judge	5.164858
Sonnet-4.6	kl_divergence	KL	Citation freq.	MA-LLM-attack	0.668043
Sonnet-4.6	kl_divergence	KL	Citation freq.	Minoria	9.205781
Sonnet-4.6	kl_divergence	KL	Citation freq.	MoA	2.985333
Sonnet-4.6	kl_divergence	KL	Citation freq.	Native-Sparse-Attention	3.712798
Sonnet-4.6	kl_divergence	KL	Citation freq.	QR	4.527498
Sonnet-4.6	kl_divergence	KL	Citation freq.	RRR	8.431378
Sonnet-4.6	kl_divergence	KL	Citation freq.	RSR-Core	3.612353
Sonnet-4.6	kl_divergence	KL	Citation freq.	Random_access_Retrieval-5	8.402430
Sonnet-4.6	kl_divergence	KL	Citation freq.	Rankit-Askit	13.914626
Sonnet-4.6	kl_divergence	KL	Citation freq.	Reg-Min-Rep	9.211096
Sonnet-4.6	kl_divergence	KL	Citation freq.	Trojan-LLM	10.280905
Sonnet-4.6	kl_divergence	KL	Citation freq.	adv_res_paper	5.325262
Sonnet-4.6	kl_divergence	KL	Citation freq.	auto-relate	12.373426
Sonnet-4.6	kl_divergence	KL	Citation freq.	axolotl	1.614009
Sonnet-4.6	kl_divergence	KL	Citation freq.	divergent-thinking	7.614601
Sonnet-4.6	kl_divergence	KL	Citation freq.	eff-approx-query	10.788567
Sonnet-4.6	kl_divergence	KL	Citation freq.	exp-ranking	17.711489
Sonnet-4.6	kl_divergence	KL	Citation freq.	fairRQ	0.311962
Sonnet-4.6	kl_divergence	KL	Citation freq.	local-stab-ranking	11.605920
Sonnet-4.6	kl_divergence	KL	Citation freq.	mm-mlp	6.409825
Sonnet-4.6	kl_divergence	KL	Citation freq.	multi-agent-collab	16.776492
Sonnet-4.6	kl_divergence	KL	Citation freq.	query-refine	8.914675
Sonnet-4.6	kl_divergence	KL	Citation freq.	ranked-ret	10.005288
Sonnet-4.6	kl_divergence	KL	Citation freq.	reg-ratio	0.511738
Sonnet-4.6	kl_divergence	KL	Citation freq.	requal	4.351179
Sonnet-4.6	kl_divergence	KL	Citation freq.	shapley	7.807908
Sonnet-4.6	kl_divergence	KL	Citation freq.	synthesize-score	1.097971
Sonnet-4.6	kl_divergence	KL	Citation freq.	uncertainty-LLM	10.220594
Sonnet-4.6	kl_divergence	KL	Citation freq.	unf-prms	0.982885
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	AFD	16.320734
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	AlgorithmicCollectiveAction	5.461045
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	Corba-LLM	10.931372
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	DyLAN	2.410946
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	Dynamic-role-MA-LLM	9.271054
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	Dynamic_Necklace_Splitting	11.818586
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	Efficient-MM-Algo	18.805900
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	FCM_SIGMOD_CRV	9.386932
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	Fair-Prompt-LLM	1.477661
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	FairSetCover	17.059898
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	Fair_Epsilon_Net	4.923053
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	Fairness-Expo-Rankings	11.413411
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	Fast-Monte-Carlo	3.658473
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	Gen-LLM	4.198550
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	HENN_ICLR_26-1	5.978716
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	INFINI-GRAM-MINI	4.623079
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	Interactive-Learning	0.545841
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	LLM-Blender	1.097067
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	LSH-Curves	7.197608
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	MA-LLM-Debias	11.632910
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	MA-LLM-Judge	4.992041
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	MA-LLM-attack	0.650264
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	Minoria	9.808675
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	MoA	2.876132
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	Native-Sparse-Attention	3.514966
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	QR	4.509322
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	RRR	8.673493
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	RSR-Core	3.493945
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	Random_access_Retrieval-5	8.799075
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	Rankit-Askit	14.077621
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	Reg-Min-Rep	9.483627
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	Trojan-LLM	10.181260
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	adv_res_paper	3.352974
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	auto-relate	19.869854
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	axolotl	1.301547
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	divergent-thinking	7.753027
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	eff-approx-query	12.485206
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	exp-ranking	18.008565
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	fairRQ	0.978630
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	local-stab-ranking	12.761882
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	mm-mlp	6.395067
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	multi-agent-collab	16.503394
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	query-refine	9.896324
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	ranked-ret	10.169711
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	reg-ratio	0.522987
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	requal	5.525562
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	shapley	8.080993
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	synthesize-score	3.131217
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	uncertainty-LLM	10.379944
Sonnet-4.6	kl_divergence	KL	Length-wtd. freq.	unf-prms	1.288248
