metric_key	metric_label	model	paper_id	anchor_value	model_value	plotted_difference
kl_divergence	KL	phi3:medium	Native-Sparse-Attention	3.622281	3.993707	0.371425
kl_divergence	KL	phi3:medium	QR	0.858967	1.096127	0.237160
kl_divergence	KL	phi3:medium	RRR	0.886873	1.154512	0.267639
kl_divergence	KL	phi3:medium	RSR-Core	0.173938	1.162068	0.988130
kl_divergence	KL	phi3:medium	Random_access_Retrieval-5	0.721678	0.710937	-0.010740
kl_divergence	KL	phi3:medium	Rankit-Askit	0.728295	0.437276	-0.291020
kl_divergence	KL	phi3:medium	Reg-Min-Rep	0.483147	0.774480	0.291333
kl_divergence	KL	phi3:medium	Trojan-LLM	3.025131	2.900283	-0.124848
kl_divergence	KL	phi3:medium	adv_res_paper	0.789675	1.578642	0.788967
kl_divergence	KL	phi3:medium	auto-relate	0.584841	0.506700	-0.078142
kl_divergence	KL	phi3:medium	axolotl	0.475805	0.858501	0.382697
kl_divergence	KL	phi3:medium	divergent-thinking	5.259591	4.277610	-0.981982
kl_divergence	KL	phi3:medium	eff-approx-query	0.511388	0.838131	0.326743
kl_divergence	KL	phi3:medium	exp-ranking	0.585458	0.703551	0.118093
kl_divergence	KL	phi3:medium	fairRQ	0.725360	0.703439	-0.021921
kl_divergence	KL	phi3:medium	local-stab-ranking	0.554304	0.582478	0.028173
kl_divergence	KL	phi3:medium	mm-mlp	0.343839	0.474081	0.130242
kl_divergence	KL	phi3:medium	multi-agent-collab	0.827290	0.502023	-0.325267
kl_divergence	KL	phi3:medium	query-refine	1.588387	0.382035	-1.206352
kl_divergence	KL	phi3:medium	ranked-ret	0.698652	0.965447	0.266795
kl_divergence	KL	phi3:medium	reg-ratio	0.309675	0.409622	0.099947
kl_divergence	KL	phi3:medium	requal	0.192478	0.655095	0.462617
kl_divergence	KL	phi3:medium	shapley	0.435028	0.406167	-0.028861
kl_divergence	KL	phi3:medium	synthesize-score	2.489691	2.358918	-0.130773
kl_divergence	KL	phi3:medium	uncertainty-LLM	1.271195	1.480901	0.209705
kl_divergence	KL	phi3:medium	unf-prms	0.477641	0.542439	0.064798
kl_divergence	KL	Citation freq.	AFD	0.667720	15.899606	15.231886
kl_divergence	KL	Citation freq.	AlgorithmicCollectiveAction	1.073621	4.762512	3.688891
kl_divergence	KL	Citation freq.	Corba-LLM	0.359839	10.272915	9.913076
kl_divergence	KL	Citation freq.	DyLAN	0.391522	2.492920	2.101398
kl_divergence	KL	Citation freq.	Dynamic-role-MA-LLM	6.758754	9.364295	2.605541
kl_divergence	KL	Citation freq.	Dynamic_Necklace_Splitting	2.010115	11.275293	9.265178
kl_divergence	KL	Citation freq.	Efficient-MM-Algo	12.922940	18.288313	5.365372
kl_divergence	KL	Citation freq.	FCM_SIGMOD_CRV	1.075480	8.787220	7.711740
kl_divergence	KL	Citation freq.	Fair-Prompt-LLM	1.301805	1.654384	0.352579
kl_divergence	KL	Citation freq.	FairSetCover	0.931124	16.122112	15.190988
kl_divergence	KL	Citation freq.	Fair_Epsilon_Net	0.843227	5.150142	4.306915
kl_divergence	KL	Citation freq.	Fairness-Expo-Rankings	1.050558	11.156138	10.105581
kl_divergence	KL	Citation freq.	Fast-Monte-Carlo	2.192456	4.972548	2.780092
kl_divergence	KL	Citation freq.	Gen-LLM	0.357241	4.138031	3.780790
kl_divergence	KL	Citation freq.	HENN_ICLR_26-1	0.373000	5.778765	5.405766
kl_divergence	KL	Citation freq.	INFINI-GRAM-MINI	0.677727	3.762005	3.084279
kl_divergence	KL	Citation freq.	Interactive-Learning	1.035402	0.680327	-0.355075
kl_divergence	KL	Citation freq.	LLM-Blender	0.280858	1.226900	0.946042
kl_divergence	KL	Citation freq.	LSH-Curves	1.246105	7.205543	5.959439
kl_divergence	KL	Citation freq.	MA-LLM-Debias	0.850143	11.487816	10.637673
kl_divergence	KL	Citation freq.	MA-LLM-Judge	0.690034	5.164858	4.474824
kl_divergence	KL	Citation freq.	MA-LLM-attack	0.318217	0.668043	0.349826
kl_divergence	KL	Citation freq.	Minoria	1.128366	9.205781	8.077415
kl_divergence	KL	Citation freq.	MoA	0.580270	2.985333	2.405063
kl_divergence	KL	Citation freq.	Native-Sparse-Attention	3.622281	3.712798	0.090516
kl_divergence	KL	Citation freq.	QR	0.858967	4.527498	3.668531
kl_divergence	KL	Citation freq.	RRR	0.886873	8.431378	7.544504
kl_divergence	KL	Citation freq.	RSR-Core	0.173938	3.612353	3.438415
kl_divergence	KL	Citation freq.	Random_access_Retrieval-5	0.721678	8.402430	7.680752
kl_divergence	KL	Citation freq.	Rankit-Askit	0.728295	13.914626	13.186331
kl_divergence	KL	Citation freq.	Reg-Min-Rep	0.483147	9.211096	8.727949
kl_divergence	KL	Citation freq.	Trojan-LLM	3.025131	10.280905	7.255774
kl_divergence	KL	Citation freq.	adv_res_paper	0.789675	5.325262	4.535587
kl_divergence	KL	Citation freq.	auto-relate	0.584841	12.373426	11.788585
kl_divergence	KL	Citation freq.	axolotl	0.475805	1.614009	1.138205
kl_divergence	KL	Citation freq.	divergent-thinking	5.259591	7.614601	2.355010
kl_divergence	KL	Citation freq.	eff-approx-query	0.511388	10.788567	10.277179
kl_divergence	KL	Citation freq.	exp-ranking	0.585458	17.711489	17.126032
kl_divergence	KL	Citation freq.	fairRQ	0.725360	0.311962	-0.413398
kl_divergence	KL	Citation freq.	local-stab-ranking	0.554304	11.605920	11.051615
kl_divergence	KL	Citation freq.	mm-mlp	0.343839	6.409825	6.065986
kl_divergence	KL	Citation freq.	multi-agent-collab	0.827290	16.776492	15.949202
kl_divergence	KL	Citation freq.	query-refine	1.588387	8.914675	7.326288
kl_divergence	KL	Citation freq.	ranked-ret	0.698652	10.005288	9.306636
kl_divergence	KL	Citation freq.	reg-ratio	0.309675	0.511738	0.202063
kl_divergence	KL	Citation freq.	requal	0.192478	4.351179	4.158701
kl_divergence	KL	Citation freq.	shapley	0.435028	7.807908	7.372880
kl_divergence	KL	Citation freq.	synthesize-score	2.489691	1.097971	-1.391720
kl_divergence	KL	Citation freq.	uncertainty-LLM	1.271195	10.220594	8.949398
kl_divergence	KL	Citation freq.	unf-prms	0.477641	0.982885	0.505244
kl_divergence	KL	Length-wtd. freq.	AFD	0.667720	16.320734	15.653014
kl_divergence	KL	Length-wtd. freq.	AlgorithmicCollectiveAction	1.073621	5.461045	4.387424
kl_divergence	KL	Length-wtd. freq.	Corba-LLM	0.359839	10.931372	10.571533
kl_divergence	KL	Length-wtd. freq.	DyLAN	0.391522	2.410946	2.019424
kl_divergence	KL	Length-wtd. freq.	Dynamic-role-MA-LLM	6.758754	9.271054	2.512300
kl_divergence	KL	Length-wtd. freq.	Dynamic_Necklace_Splitting	2.010115	11.818586	9.808471
kl_divergence	KL	Length-wtd. freq.	Efficient-MM-Algo	12.922940	18.805900	5.882960
kl_divergence	KL	Length-wtd. freq.	FCM_SIGMOD_CRV	1.075480	9.386932	8.311452
kl_divergence	KL	Length-wtd. freq.	Fair-Prompt-LLM	1.301805	1.477661	0.175856
kl_divergence	KL	Length-wtd. freq.	FairSetCover	0.931124	17.059898	16.128773
kl_divergence	KL	Length-wtd. freq.	Fair_Epsilon_Net	0.843227	4.923053	4.079826
kl_divergence	KL	Length-wtd. freq.	Fairness-Expo-Rankings	1.050558	11.413411	10.362853
kl_divergence	KL	Length-wtd. freq.	Fast-Monte-Carlo	2.192456	3.658473	1.466016
kl_divergence	KL	Length-wtd. freq.	Gen-LLM	0.357241	4.198550	3.841309
kl_divergence	KL	Length-wtd. freq.	HENN_ICLR_26-1	0.373000	5.978716	5.605716
kl_divergence	KL	Length-wtd. freq.	INFINI-GRAM-MINI	0.677727	4.623079	3.945352
kl_divergence	KL	Length-wtd. freq.	Interactive-Learning	1.035402	0.545841	-0.489561
kl_divergence	KL	Length-wtd. freq.	LLM-Blender	0.280858	1.097067	0.816209
kl_divergence	KL	Length-wtd. freq.	LSH-Curves	1.246105	7.197608	5.951503
kl_divergence	KL	Length-wtd. freq.	MA-LLM-Debias	0.850143	11.632910	10.782766
kl_divergence	KL	Length-wtd. freq.	MA-LLM-Judge	0.690034	4.992041	4.302007
kl_divergence	KL	Length-wtd. freq.	MA-LLM-attack	0.318217	0.650264	0.332047
kl_divergence	KL	Length-wtd. freq.	Minoria	1.128366	9.808675	8.680309
kl_divergence	KL	Length-wtd. freq.	MoA	0.580270	2.876132	2.295863
kl_divergence	KL	Length-wtd. freq.	Native-Sparse-Attention	3.622281	3.514966	-0.107316
kl_divergence	KL	Length-wtd. freq.	QR	0.858967	4.509322	3.650355
kl_divergence	KL	Length-wtd. freq.	RRR	0.886873	8.673493	7.786620
kl_divergence	KL	Length-wtd. freq.	RSR-Core	0.173938	3.493945	3.320008
kl_divergence	KL	Length-wtd. freq.	Random_access_Retrieval-5	0.721678	8.799075	8.077398
kl_divergence	KL	Length-wtd. freq.	Rankit-Askit	0.728295	14.077621	13.349326
kl_divergence	KL	Length-wtd. freq.	Reg-Min-Rep	0.483147	9.483627	9.000480
kl_divergence	KL	Length-wtd. freq.	Trojan-LLM	3.025131	10.181260	7.156129
kl_divergence	KL	Length-wtd. freq.	adv_res_paper	0.789675	3.352974	2.563299
kl_divergence	KL	Length-wtd. freq.	auto-relate	0.584841	19.869854	19.285012
kl_divergence	KL	Length-wtd. freq.	axolotl	0.475805	1.301547	0.825743
kl_divergence	KL	Length-wtd. freq.	divergent-thinking	5.259591	7.753027	2.493436
kl_divergence	KL	Length-wtd. freq.	eff-approx-query	0.511388	12.485206	11.973818
kl_divergence	KL	Length-wtd. freq.	exp-ranking	0.585458	18.008565	17.423107
kl_divergence	KL	Length-wtd. freq.	fairRQ	0.725360	0.978630	0.253270
kl_divergence	KL	Length-wtd. freq.	local-stab-ranking	0.554304	12.761882	12.207578
kl_divergence	KL	Length-wtd. freq.	mm-mlp	0.343839	6.395067	6.051228
kl_divergence	KL	Length-wtd. freq.	multi-agent-collab	0.827290	16.503394	15.676104
kl_divergence	KL	Length-wtd. freq.	query-refine	1.588387	9.896324	8.307937
kl_divergence	KL	Length-wtd. freq.	ranked-ret	0.698652	10.169711	9.471059
kl_divergence	KL	Length-wtd. freq.	reg-ratio	0.309675	0.522987	0.213313
kl_divergence	KL	Length-wtd. freq.	requal	0.192478	5.525562	5.333084
kl_divergence	KL	Length-wtd. freq.	shapley	0.435028	8.080993	7.645965
kl_divergence	KL	Length-wtd. freq.	synthesize-score	2.489691	3.131217	0.641526
kl_divergence	KL	Length-wtd. freq.	uncertainty-LLM	1.271195	10.379944	9.108748
kl_divergence	KL	Length-wtd. freq.	unf-prms	0.477641	1.288248	0.810607
jensen_shannon_divergence	JSD	gemma2:2b	AFD	0.140865	0.163107	0.022241
jensen_shannon_divergence	JSD	gemma2:2b	AlgorithmicCollectiveAction	0.170655	0.274603	0.103948
jensen_shannon_divergence	JSD	gemma2:2b	Corba-LLM	0.069574	0.094922	0.025348
jensen_shannon_divergence	JSD	gemma2:2b	DyLAN	0.082671	0.139000	0.056329
jensen_shannon_divergence	JSD	gemma2:2b	Dynamic-role-MA-LLM	0.170823	0.179944	0.009121
jensen_shannon_divergence	JSD	gemma2:2b	Dynamic_Necklace_Splitting	0.046923	0.074655	0.027733
jensen_shannon_divergence	JSD	gemma2:2b	Efficient-MM-Algo	0.356656	0.358901	0.002246
jensen_shannon_divergence	JSD	gemma2:2b	FCM_SIGMOD_CRV	0.254357	0.237917	-0.016439
jensen_shannon_divergence	JSD	gemma2:2b	Fair-Prompt-LLM	0.126909	0.137196	0.010287
jensen_shannon_divergence	JSD	gemma2:2b	FairSetCover	0.099855	0.148011	0.048156
jensen_shannon_divergence	JSD	gemma2:2b	Fair_Epsilon_Net	0.187385	0.180492	-0.006893
jensen_shannon_divergence	JSD	gemma2:2b	Fairness-Expo-Rankings	0.295973	0.432375	0.136402
jensen_shannon_divergence	JSD	gemma2:2b	Fast-Monte-Carlo	0.303906	0.326629	0.022723
jensen_shannon_divergence	JSD	gemma2:2b	Gen-LLM	0.060677	0.076819	0.016142
jensen_shannon_divergence	JSD	gemma2:2b	HENN_ICLR_26-1	0.086645	0.097852	0.011207
jensen_shannon_divergence	JSD	gemma2:2b	INFINI-GRAM-MINI	0.066353	0.085567	0.019214
jensen_shannon_divergence	JSD	gemma2:2b	Interactive-Learning	0.146112	0.131416	-0.014696
jensen_shannon_divergence	JSD	gemma2:2b	LLM-Blender	0.070294	0.122896	0.052602
jensen_shannon_divergence	JSD	gemma2:2b	LSH-Curves	0.170834	0.192205	0.021371
jensen_shannon_divergence	JSD	gemma2:2b	MA-LLM-Debias	0.057594	0.103052	0.045458
jensen_shannon_divergence	JSD	gemma2:2b	MA-LLM-Judge	0.122848	0.157598	0.034749
jensen_shannon_divergence	JSD	gemma2:2b	MA-LLM-attack	0.081236	0.214438	0.133202
jensen_shannon_divergence	JSD	gemma2:2b	Minoria	0.096139	0.108613	0.012475
jensen_shannon_divergence	JSD	gemma2:2b	MoA	0.135400	0.086919	-0.048482
jensen_shannon_divergence	JSD	gemma2:2b	Native-Sparse-Attention	0.306670	0.305424	-0.001246
jensen_shannon_divergence	JSD	gemma2:2b	QR	0.159349	0.177442	0.018093
jensen_shannon_divergence	JSD	gemma2:2b	RRR	0.111587	0.156082	0.044494
jensen_shannon_divergence	JSD	gemma2:2b	RSR-Core	0.041102	0.031722	-0.009380
jensen_shannon_divergence	JSD	gemma2:2b	Random_access_Retrieval-5	0.183241	0.181318	-0.001923
jensen_shannon_divergence	JSD	gemma2:2b	Rankit-Askit	0.165476	0.249514	0.084037
jensen_shannon_divergence	JSD	gemma2:2b	Reg-Min-Rep	0.104980	0.129636	0.024656
jensen_shannon_divergence	JSD	gemma2:2b	Trojan-LLM	0.088573	0.135807	0.047233
jensen_shannon_divergence	JSD	gemma2:2b	adv_res_paper	0.208835	0.296332	0.087498
jensen_shannon_divergence	JSD	gemma2:2b	auto-relate	0.128781	0.144964	0.016183
jensen_shannon_divergence	JSD	gemma2:2b	axolotl	0.083120	0.181110	0.097990
jensen_shannon_divergence	JSD	gemma2:2b	divergent-thinking	0.170353	0.197418	0.027064
jensen_shannon_divergence	JSD	gemma2:2b	eff-approx-query	0.112390	0.152719	0.040329
jensen_shannon_divergence	JSD	gemma2:2b	exp-ranking	0.107317	0.095581	-0.011736
jensen_shannon_divergence	JSD	gemma2:2b	fairRQ	0.155659	0.172384	0.016725
jensen_shannon_divergence	JSD	gemma2:2b	local-stab-ranking	0.128932	0.076823	-0.052108
jensen_shannon_divergence	JSD	gemma2:2b	mm-mlp	0.093112	0.150577	0.057465
jensen_shannon_divergence	JSD	gemma2:2b	multi-agent-collab	0.091960	0.181616	0.089656
jensen_shannon_divergence	JSD	gemma2:2b	query-refine	0.170641	0.175492	0.004851
jensen_shannon_divergence	JSD	gemma2:2b	ranked-ret	0.161238	0.183129	0.021891
jensen_shannon_divergence	JSD	gemma2:2b	reg-ratio	0.082235	0.120116	0.037881
jensen_shannon_divergence	JSD	gemma2:2b	requal	0.041929	0.073381	0.031452
jensen_shannon_divergence	JSD	gemma2:2b	shapley	0.101480	0.180850	0.079370
jensen_shannon_divergence	JSD	gemma2:2b	synthesize-score	0.109070	0.162521	0.053451
jensen_shannon_divergence	JSD	gemma2:2b	uncertainty-LLM	0.143313	0.162471	0.019158
jensen_shannon_divergence	JSD	gemma2:2b	unf-prms	0.116379	0.106677	-0.009702
jensen_shannon_divergence	JSD	gemma3:4b	AFD	0.140865	0.248851	0.107986
jensen_shannon_divergence	JSD	gemma3:4b	AlgorithmicCollectiveAction	0.170655	0.158380	-0.012275
jensen_shannon_divergence	JSD	gemma3:4b	Corba-LLM	0.069574	0.110379	0.040805
jensen_shannon_divergence	JSD	gemma3:4b	DyLAN	0.082671	0.133450	0.050778
jensen_shannon_divergence	JSD	gemma3:4b	Dynamic-role-MA-LLM	0.170823	0.195733	0.024910
jensen_shannon_divergence	JSD	gemma3:4b	Dynamic_Necklace_Splitting	0.046923	0.066278	0.019356
jensen_shannon_divergence	JSD	gemma3:4b	Efficient-MM-Algo	0.356656	0.391778	0.035122
jensen_shannon_divergence	JSD	gemma3:4b	FCM_SIGMOD_CRV	0.254357	0.308855	0.054499
jensen_shannon_divergence	JSD	gemma3:4b	Fair-Prompt-LLM	0.126909	0.133610	0.006701
jensen_shannon_divergence	JSD	gemma3:4b	FairSetCover	0.099855	0.170010	0.070156
jensen_shannon_divergence	JSD	gemma3:4b	Fair_Epsilon_Net	0.187385	0.325365	0.137979
jensen_shannon_divergence	JSD	gemma3:4b	Fairness-Expo-Rankings	0.295973	0.448791	0.152818
jensen_shannon_divergence	JSD	gemma3:4b	Fast-Monte-Carlo	0.303906	0.302995	-0.000911
jensen_shannon_divergence	JSD	gemma3:4b	Gen-LLM	0.060677	0.210095	0.149417
jensen_shannon_divergence	JSD	gemma3:4b	HENN_ICLR_26-1	0.086645	0.132808	0.046163
jensen_shannon_divergence	JSD	gemma3:4b	INFINI-GRAM-MINI	0.066353	0.039782	-0.026572
jensen_shannon_divergence	JSD	gemma3:4b	Interactive-Learning	0.146112	0.150675	0.004563
jensen_shannon_divergence	JSD	gemma3:4b	LLM-Blender	0.070294	0.361140	0.290845
jensen_shannon_divergence	JSD	gemma3:4b	LSH-Curves	0.170834	0.117841	-0.052993
jensen_shannon_divergence	JSD	gemma3:4b	MA-LLM-Debias	0.057594	0.040157	-0.017437
jensen_shannon_divergence	JSD	gemma3:4b	MA-LLM-Judge	0.122848	0.204589	0.081741
jensen_shannon_divergence	JSD	gemma3:4b	MA-LLM-attack	0.081236	0.095770	0.014534
jensen_shannon_divergence	JSD	gemma3:4b	Minoria	0.096139	0.118424	0.022285
jensen_shannon_divergence	JSD	gemma3:4b	MoA	0.135400	0.102092	-0.033308
jensen_shannon_divergence	JSD	gemma3:4b	Native-Sparse-Attention	0.306670	0.348604	0.041934
jensen_shannon_divergence	JSD	gemma3:4b	QR	0.159349	0.163849	0.004500
jensen_shannon_divergence	JSD	gemma3:4b	RRR	0.111587	0.149962	0.038375
jensen_shannon_divergence	JSD	gemma3:4b	RSR-Core	0.041102	0.082742	0.041640
jensen_shannon_divergence	JSD	gemma3:4b	Random_access_Retrieval-5	0.183241	0.181154	-0.002088
jensen_shannon_divergence	JSD	gemma3:4b	Rankit-Askit	0.165476	0.288809	0.123332
jensen_shannon_divergence	JSD	gemma3:4b	Reg-Min-Rep	0.104980	0.199229	0.094249
jensen_shannon_divergence	JSD	gemma3:4b	Trojan-LLM	0.088573	0.186516	0.097943
jensen_shannon_divergence	JSD	gemma3:4b	adv_res_paper	0.208835	0.341897	0.133062
jensen_shannon_divergence	JSD	gemma3:4b	auto-relate	0.128781	0.211710	0.082929
jensen_shannon_divergence	JSD	gemma3:4b	axolotl	0.083120	0.205986	0.122865
jensen_shannon_divergence	JSD	gemma3:4b	divergent-thinking	0.170353	0.182540	0.012187
jensen_shannon_divergence	JSD	gemma3:4b	eff-approx-query	0.112390	0.181537	0.069147
jensen_shannon_divergence	JSD	gemma3:4b	exp-ranking	0.107317	0.125508	0.018191
jensen_shannon_divergence	JSD	gemma3:4b	fairRQ	0.155659	0.103175	-0.052484
jensen_shannon_divergence	JSD	gemma3:4b	local-stab-ranking	0.128932	0.175472	0.046540
jensen_shannon_divergence	JSD	gemma3:4b	mm-mlp	0.093112	0.163651	0.070539
jensen_shannon_divergence	JSD	gemma3:4b	multi-agent-collab	0.091960	0.259369	0.167409
jensen_shannon_divergence	JSD	gemma3:4b	query-refine	0.170641	0.153685	-0.016956
jensen_shannon_divergence	JSD	gemma3:4b	ranked-ret	0.161238	0.173982	0.012745
jensen_shannon_divergence	JSD	gemma3:4b	reg-ratio	0.082235	0.163652	0.081417
jensen_shannon_divergence	JSD	gemma3:4b	requal	0.041929	0.177870	0.135940
jensen_shannon_divergence	JSD	gemma3:4b	shapley	0.101480	0.183627	0.082147
jensen_shannon_divergence	JSD	gemma3:4b	synthesize-score	0.109070	0.164535	0.055464
jensen_shannon_divergence	JSD	gemma3:4b	uncertainty-LLM	0.143313	0.211397	0.068085
jensen_shannon_divergence	JSD	gemma3:4b	unf-prms	0.116379	0.098386	-0.017994
jensen_shannon_divergence	JSD	llama3.2:1b	AFD	0.140865	0.223253	0.082388
jensen_shannon_divergence	JSD	llama3.2:1b	AlgorithmicCollectiveAction	0.170655	0.285753	0.115098
jensen_shannon_divergence	JSD	llama3.2:1b	Corba-LLM	0.069574	0.082915	0.013341
jensen_shannon_divergence	JSD	llama3.2:1b	DyLAN	0.082671	0.136662	0.053990
jensen_shannon_divergence	JSD	llama3.2:1b	Dynamic-role-MA-LLM	0.170823	0.244091	0.073268
jensen_shannon_divergence	JSD	llama3.2:1b	Dynamic_Necklace_Splitting	0.046923	0.074804	0.027881
jensen_shannon_divergence	JSD	llama3.2:1b	Efficient-MM-Algo	0.356656	0.408270	0.051614
jensen_shannon_divergence	JSD	llama3.2:1b	FCM_SIGMOD_CRV	0.254357	0.331068	0.076711
jensen_shannon_divergence	JSD	llama3.2:1b	Fair-Prompt-LLM	0.126909	0.096878	-0.030031
jensen_shannon_divergence	JSD	llama3.2:1b	FairSetCover	0.099855	0.272015	0.172160
jensen_shannon_divergence	JSD	llama3.2:1b	Fair_Epsilon_Net	0.187385	0.254301	0.066916
jensen_shannon_divergence	JSD	llama3.2:1b	Fairness-Expo-Rankings	0.295973	0.449926	0.153953
jensen_shannon_divergence	JSD	llama3.2:1b	Fast-Monte-Carlo	0.303906	0.356986	0.053080
jensen_shannon_divergence	JSD	llama3.2:1b	Gen-LLM	0.060677	0.139265	0.078588
jensen_shannon_divergence	JSD	llama3.2:1b	HENN_ICLR_26-1	0.086645	0.127240	0.040595
jensen_shannon_divergence	JSD	llama3.2:1b	INFINI-GRAM-MINI	0.066353	0.078041	0.011688
jensen_shannon_divergence	JSD	llama3.2:1b	Interactive-Learning	0.146112	0.210945	0.064833
jensen_shannon_divergence	JSD	llama3.2:1b	LLM-Blender	0.070294	0.118167	0.047873
jensen_shannon_divergence	JSD	llama3.2:1b	LSH-Curves	0.170834	0.206454	0.035619
jensen_shannon_divergence	JSD	llama3.2:1b	MA-LLM-Debias	0.057594	0.088199	0.030605
jensen_shannon_divergence	JSD	llama3.2:1b	MA-LLM-Judge	0.122848	0.250314	0.127465
jensen_shannon_divergence	JSD	llama3.2:1b	MA-LLM-attack	0.081236	0.115610	0.034374
jensen_shannon_divergence	JSD	llama3.2:1b	Minoria	0.096139	0.099764	0.003625
jensen_shannon_divergence	JSD	llama3.2:1b	MoA	0.135400	0.121258	-0.014142
jensen_shannon_divergence	JSD	llama3.2:1b	Native-Sparse-Attention	0.306670	0.336692	0.030021
jensen_shannon_divergence	JSD	llama3.2:1b	QR	0.159349	0.112552	-0.046797
jensen_shannon_divergence	JSD	llama3.2:1b	RRR	0.111587	0.184393	0.072806
jensen_shannon_divergence	JSD	llama3.2:1b	RSR-Core	0.041102	0.193910	0.152808
jensen_shannon_divergence	JSD	llama3.2:1b	Random_access_Retrieval-5	0.183241	0.213570	0.030329
jensen_shannon_divergence	JSD	llama3.2:1b	Rankit-Askit	0.165476	0.267534	0.102058
jensen_shannon_divergence	JSD	llama3.2:1b	Reg-Min-Rep	0.104980	0.101466	-0.003514
jensen_shannon_divergence	JSD	llama3.2:1b	Trojan-LLM	0.088573	0.110335	0.021762
jensen_shannon_divergence	JSD	llama3.2:1b	adv_res_paper	0.208835	0.305406	0.096571
jensen_shannon_divergence	JSD	llama3.2:1b	auto-relate	0.128781	0.083776	-0.045005
jensen_shannon_divergence	JSD	llama3.2:1b	axolotl	0.083120	0.262801	0.179681
jensen_shannon_divergence	JSD	llama3.2:1b	divergent-thinking	0.170353	0.151095	-0.019258
jensen_shannon_divergence	JSD	llama3.2:1b	eff-approx-query	0.112390	0.176150	0.063760
jensen_shannon_divergence	JSD	llama3.2:1b	exp-ranking	0.107317	0.144282	0.036965
jensen_shannon_divergence	JSD	llama3.2:1b	fairRQ	0.155659	0.179697	0.024038
jensen_shannon_divergence	JSD	llama3.2:1b	local-stab-ranking	0.128932	0.156424	0.027492
jensen_shannon_divergence	JSD	llama3.2:1b	mm-mlp	0.093112	0.092686	-0.000426
jensen_shannon_divergence	JSD	llama3.2:1b	multi-agent-collab	0.091960	0.216234	0.124274
jensen_shannon_divergence	JSD	llama3.2:1b	query-refine	0.170641	0.131403	-0.039238
jensen_shannon_divergence	JSD	llama3.2:1b	ranked-ret	0.161238	0.196523	0.035285
jensen_shannon_divergence	JSD	llama3.2:1b	reg-ratio	0.082235	0.192783	0.110548
jensen_shannon_divergence	JSD	llama3.2:1b	requal	0.041929	0.110258	0.068329
jensen_shannon_divergence	JSD	llama3.2:1b	shapley	0.101480	0.175510	0.074030
jensen_shannon_divergence	JSD	llama3.2:1b	synthesize-score	0.109070	0.120329	0.011259
jensen_shannon_divergence	JSD	llama3.2:1b	uncertainty-LLM	0.143313	0.296817	0.153504
jensen_shannon_divergence	JSD	llama3.2:1b	unf-prms	0.116379	0.129384	0.013005
jensen_shannon_divergence	JSD	llama3.2:3b	AFD	0.140865	0.264656	0.123791
jensen_shannon_divergence	JSD	llama3.2:3b	AlgorithmicCollectiveAction	0.170655	0.201454	0.030799
jensen_shannon_divergence	JSD	llama3.2:3b	Corba-LLM	0.069574	0.111229	0.041655
jensen_shannon_divergence	JSD	llama3.2:3b	DyLAN	0.082671	0.161583	0.078912
jensen_shannon_divergence	JSD	llama3.2:3b	Dynamic-role-MA-LLM	0.170823	0.203280	0.032457
jensen_shannon_divergence	JSD	llama3.2:3b	Dynamic_Necklace_Splitting	0.046923	0.081178	0.034256
jensen_shannon_divergence	JSD	llama3.2:3b	Efficient-MM-Algo	0.356656	0.395812	0.039157
jensen_shannon_divergence	JSD	llama3.2:3b	FCM_SIGMOD_CRV	0.254357	0.267734	0.013378
jensen_shannon_divergence	JSD	llama3.2:3b	Fair-Prompt-LLM	0.126909	0.172969	0.046060
jensen_shannon_divergence	JSD	llama3.2:3b	FairSetCover	0.099855	0.166976	0.067121
jensen_shannon_divergence	JSD	llama3.2:3b	Fair_Epsilon_Net	0.187385	0.267501	0.080116
jensen_shannon_divergence	JSD	llama3.2:3b	Fairness-Expo-Rankings	0.295973	0.269012	-0.026961
jensen_shannon_divergence	JSD	llama3.2:3b	Fast-Monte-Carlo	0.303906	0.305167	0.001261
jensen_shannon_divergence	JSD	llama3.2:3b	Gen-LLM	0.060677	0.141567	0.080890
jensen_shannon_divergence	JSD	llama3.2:3b	HENN_ICLR_26-1	0.086645	0.111056	0.024411
jensen_shannon_divergence	JSD	llama3.2:3b	INFINI-GRAM-MINI	0.066353	0.155133	0.088779
jensen_shannon_divergence	JSD	llama3.2:3b	Interactive-Learning	0.146112	0.123300	-0.022812
jensen_shannon_divergence	JSD	llama3.2:3b	LLM-Blender	0.070294	0.306624	0.236330
jensen_shannon_divergence	JSD	llama3.2:3b	LSH-Curves	0.170834	0.149588	-0.021247
jensen_shannon_divergence	JSD	llama3.2:3b	MA-LLM-Debias	0.057594	0.169402	0.111808
jensen_shannon_divergence	JSD	llama3.2:3b	MA-LLM-Judge	0.122848	0.214056	0.091207
jensen_shannon_divergence	JSD	llama3.2:3b	MA-LLM-attack	0.081236	0.117850	0.036613
jensen_shannon_divergence	JSD	llama3.2:3b	Minoria	0.096139	0.084513	-0.011625
jensen_shannon_divergence	JSD	llama3.2:3b	MoA	0.135400	0.337663	0.202262
jensen_shannon_divergence	JSD	llama3.2:3b	Native-Sparse-Attention	0.306670	0.379471	0.072800
jensen_shannon_divergence	JSD	llama3.2:3b	QR	0.159349	0.269903	0.110554
jensen_shannon_divergence	JSD	llama3.2:3b	RRR	0.111587	0.306373	0.194785
